customername	Metercategory	Costcategory	Cost
[customername]-13CBAE19	Azure Monitor	Cost after optimization	371050.46149474208
[customername]-13CBAE19	Azure Synapse Analytics	Cost after optimization	112081.10022037881
[customername]-13CBAE19	Backup	Cost after optimization	101130.32881822583
[customername]-13CBAE19	Log Analytics	Cost after optimization	254118.04165168034
[customername]-13CBAE19	Microsoft Defender for Cloud	Cost after optimization	95947.688261245261
[customername]-13CBAE19	Other	Cost after optimization	423828.29860934318
[customername]-13CBAE19	Redis Cache	Cost after optimization	64820.893152940815
[customername]-13CBAE19	Sentinel	Cost after optimization	58576.791688148987
[customername]-13CBAE19	SQL Database	Cost after optimization	229502.22893106638
[customername]-13CBAE19	SQL Managed Instance	Cost after optimization	103264.35885141863
[customername]-13CBAE19	Storage	Cost after optimization	1084979.4544726289
[customername]-13CBAE19	Virtual Machines	Cost after optimization	638372.35450626782
[customername]-13CBAE19	Virtual Network	Cost after optimization	107003.46117818559
[customername]-C26803D4	Other	Cost	0
[customername]-C26803D4	Other	Cost after optimization	0
[customername]-9A49C9D4	Azure Arc	Cost	15924.74847199989
[customername]-9A49C9D4	Azure Bastion	Cost	36995.697235372318
[customername]-9A49C9D4	Azure Firewall	Cost	20668.092361806681
[customername]-9A49C9D4	Backup	Cost	103450.54187081996
[customername]-9A49C9D4	ExpressRoute	Cost	93751.41137361007
[customername]-9A49C9D4	Log Analytics	Cost	34308.456519510801
[customername]-9A49C9D4	Other	Cost	17942.484462570283
[customername]-9A49C9D4	Storage	Cost	382053.77751279797
[customername]-9A49C9D4	Virtual Machines	Cost	140242.11121615415
[customername]-9A49C9D4	Azure Arc	Cost after optimization	15924.748471999901
[customername]-9A49C9D4	Azure Bastion	Cost after optimization	36995.69723537231
[customername]-9A49C9D4	Azure Firewall	Cost after optimization	20668.09236180675
[customername]-9A49C9D4	Backup	Cost after optimization	103450.54187081996
[customername]-9A49C9D4	ExpressRoute	Cost after optimization	93751.41137361007
[customername]-9A49C9D4	Log Analytics	Cost after optimization	34308.456519510801
[customername]-9A49C9D4	Other	Cost after optimization	17942.484462570272
[customername]-9A49C9D4	Storage	Cost after optimization	382053.77751280757
[customername]-9A49C9D4	Virtual Machines	Cost after optimization	67099.516567514234
[customername]-A21812C1	Azure App Service	Cost	9238.7793054732028
[customername]-A21812C1	Microsoft Defender for Cloud	Cost	4936.7135142465459
[customername]-A21812C1	Other	Cost	14234.796470026471
[customername]-A21812C1	SaaS	Cost	68248.911927699999
[customername]-A21812C1	Storage	Cost	49492.521957130826
[customername]-A21812C1	Virtual Machines	Cost	100332.63416385572
[customername]-A21812C1	VPN Gateway	Cost	7613.6560801436344
[customername]-A21812C1	Azure App Service	Cost after optimization	9238.7793054731737
[customername]-A21812C1	Microsoft Defender for Cloud	Cost after optimization	4936.713514246514
[customername]-A21812C1	Other	Cost after optimization	14234.79647002646
[customername]-A21812C1	SaaS	Cost after optimization	68248.911927699985
[customername]-A21812C1	Storage	Cost after optimization	49492.52195713234
[customername]-A21812C1	Virtual Machines	Cost after optimization	66390.224494227121
[customername]-A21812C1	VPN Gateway	Cost after optimization	7613.6560801436408
[customername]-A6B2FA46	Application Gateway	Cost	21487.356159849529
[customername]-A6B2FA46	Azure Firewall	Cost	18158.220269769459
[customername]-A6B2FA46	Backup	Cost	167995.94667002471
[customername]-A6B2FA46	Log Analytics	Cost	9095.2700111930135
[customername]-A6B2FA46	Microsoft Defender for Cloud	Cost	20992.106907493304
[customername]-A6B2FA46	Other	Cost	7421.3041506302761
[customername]-A6B2FA46	Storage	Cost	156498.96344852122
[customername]-A6B2FA46	Virtual Machines	Cost	157607.3171357174
[customername]-A6B2FA46	VPN Gateway	Cost	12154.833301659131
[customername]-A6B2FA46	Application Gateway	Cost after optimization	21487.356159849562
[customername]-A6B2FA46	Azure Firewall	Cost after optimization	18158.220269769434
[customername]-A6B2FA46	Backup	Cost after optimization	145559.61651592751
[customername]-A6B2FA46	Log Analytics	Cost after optimization	9095.2700111930208
[customername]-A6B2FA46	Microsoft Defender for Cloud	Cost after optimization	20992.106907493348
[customername]-A6B2FA46	Other	Cost after optimization	7421.3041506302561
[customername]-A6B2FA46	Storage	Cost after optimization	156498.96344851621
[customername]-A6B2FA46	Virtual Machines	Cost after optimization	131326.41393500459
[customername]-A6B2FA46	VPN Gateway	Cost after optimization	12154.833301659166
[customername]-725D082E	Azure Cosmos DB	Cost	41991.885135926612
[customername]-725D082E	Azure Databricks	Cost	331953.61529591307
[customername]-725D082E	Azure Synapse Analytics	Cost	236967.90311863596
[customername]-725D082E	Functions	Cost	13827.681830142288
[customername]-725D082E	Log Analytics	Cost	24858.092000528424
[customername]-725D082E	Microsoft Defender for Cloud	Cost	70552.866576761051
[customername]-725D082E	Other	Cost	48673.505033365705
[customername]-725D082E	Sentinel	Cost	23857.702985010063
[customername]-725D082E	Storage	Cost	221562.9238274385
[customername]-725D082E	Virtual Machines	Cost	321017.21405273554
[customername]-725D082E	Azure Cosmos DB	Cost after optimization	36092.885135926626
[customername]-725D082E	Azure Databricks	Cost after optimization	331953.61529591202
[customername]-725D082E	Azure Synapse Analytics	Cost after optimization	236967.90311863623
[customername]-725D082E	Functions	Cost after optimization	13827.681830142192
[customername]-725D082E	Log Analytics	Cost after optimization	24858.092000528399
[customername]-725D082E	Microsoft Defender for Cloud	Cost after optimization	70552.866576748464
[customername]-725D082E	Other	Cost after optimization	48673.505033366462
[customername]-725D082E	Sentinel	Cost after optimization	23857.702985010063
[customername]-725D082E	Storage	Cost after optimization	221562.92382741795
[customername]-725D082E	Virtual Machines	Cost after optimization	128428.01380515791
[customername]-D1E775A0	Azure App Service	Cost	69332.845956748351
[customername]-D1E775A0	Azure Bastion	Cost	2424.2899422821356
[customername]-D1E775A0	Azure Cognitive Search	Cost	3791.9885133609246
[customername]-D1E775A0	Azure Cosmos DB	Cost	7938.575525092625
[customername]-D1E775A0	Azure Front Door Service	Cost	5688.0940690563511
[customername]-D1E775A0	Azure Monitor	Cost	2891.030673084414
[customername]-D1E775A0	Log Analytics	Cost	8951.0496536295959
[customername]-D1E775A0	Logic Apps	Cost	5136.8383925041553
[customername]-D1E775A0	Microsoft Defender for Cloud	Cost	2427.0607800257926
[customername]-D1E775A0	Other	Cost	7218.3381085023639
[customername]-D1E775A0	Power Automate	Cost	6483.9568446125795
[customername]-D1E775A0	Redis Cache	Cost	1762.9512829267699
[customername]-D1E775A0	SQL Database	Cost	5892.7228135417508
[customername]-D1E775A0	Storage	Cost	8432.3244924478604
[customername]-D1E775A0	Virtual Machines	Cost	13920.269703388818
[customername]-D1E775A0	Azure App Service	Cost after optimization	69332.845956738864
[customername]-D1E775A0	Azure Bastion	Cost after optimization	2424.2899422821397
[customername]-D1E775A0	Azure Cognitive Search	Cost after optimization	3791.9885133609059
[customername]-D1E775A0	Azure Cosmos DB	Cost after optimization	6421.5755250926686
[customername]-D1E775A0	Azure Front Door Service	Cost after optimization	5688.0940690564121
[customername]-D1E775A0	Azure Monitor	Cost after optimization	2891.03067308443
[customername]-D1E775A0	Log Analytics	Cost after optimization	8951.0496536295996
[customername]-D1E775A0	Logic Apps	Cost after optimization	5136.8383925041389
[customername]-D1E775A0	Microsoft Defender for Cloud	Cost after optimization	2427.0607800258149
[customername]-D1E775A0	Other	Cost after optimization	7218.3381085023984
[customername]-D1E775A0	Power Automate	Cost after optimization	6483.9568446125813
[customername]-D1E775A0	Redis Cache	Cost after optimization	1762.9512829267735
[customername]-D1E775A0	SQL Database	Cost after optimization	5892.7228135417572
[customername]-D1E775A0	Storage	Cost after optimization	8432.3244924472619
[customername]-D1E775A0	Virtual Machines	Cost after optimization	10062.07772124355
[customername]-53475226	Application Gateway	Cost	13124.760480000603
[customername]-53475226	Azure App Service	Cost	5035.5277288277757
[customername]-53475226	Azure Data Factory v2	Cost	20842.30421636238
[customername]-53475226	Backup	Cost	46196.470869080753
[customername]-53475226	Microsoft Defender for Cloud	Cost	13611.547870709372
[customername]-53475226	Other	Cost	9201.2884201406487
[customername]-53475226	SQL Database	Cost	68395.751480547231
[customername]-53475226	Storage	Cost	106710.12441988879
[customername]-53475226	Virtual Machines	Cost	53911.598444566291
[customername]-53475226	Application Gateway	Cost after optimization	13124.760479999994
[customername]-53475226	Azure App Service	Cost after optimization	5035.5277288277093
[customername]-53475226	Azure Data Factory v2	Cost after optimization	20842.30421636175
[customername]-53475226	Backup	Cost after optimization	46196.470869080993
[customername]-53475226	Microsoft Defender for Cloud	Cost after optimization	13611.547870704253
[customername]-53475226	Other	Cost after optimization	9201.288420140585
[customername]-53475226	SQL Database	Cost after optimization	68395.751480546329
[customername]-53475226	Storage	Cost after optimization	106710.12441987926
[customername]-53475226	Virtual Machines	Cost after optimization	50761.2820592477
[customername]-02D80417	Azure App Service	Cost	7503.3068215807943
[customername]-02D80417	Azure Data Factory v2	Cost	20399.895853243986
[customername]-02D80417	Azure DevOps	Cost	808.48759117597808
[customername]-02D80417	Logic Apps	Cost	1745.1174299741465
[customername]-02D80417	NAT Gateway	Cost	662.84387363211044
[customername]-02D80417	Other	Cost	343.77841922237053
[customername]-02D80417	SQL Database	Cost	16373.072991378507
[customername]-02D80417	Storage	Cost	2102.4291513230164
[customername]-02D80417	Azure App Service	Cost after optimization	7503.3068215807943
[customername]-02D80417	Azure Data Factory v2	Cost after optimization	20399.895853243986
[customername]-02D80417	Azure DevOps	Cost after optimization	808.48759117597808
[customername]-02D80417	Logic Apps	Cost after optimization	1745.1174299741465
[customername]-02D80417	NAT Gateway	Cost after optimization	662.84387363211044
[customername]-02D80417	Other	Cost after optimization	343.77841922237053
[customername]-02D80417	SQL Database	Cost after optimization	16373.072991378507
[customername]-02D80417	Storage	Cost after optimization	2102.4291513230164
[customername]-0DE7667B	API Management	Cost	21185.430633039919
[customername]-0DE7667B	Azure App Service	Cost	36213.036096636242
[customername]-0DE7667B	Azure Cosmos DB	Cost	16438.289531277158
[customername]-0DE7667B	Azure Data Factory v2	Cost	29377.334550693729
[customername]-0DE7667B	Azure DevOps	Cost	32025.479394036171
[customername]-0DE7667B	Azure Synapse Analytics	Cost	44749.856714844762
[customername]-0DE7667B	Event Hubs	Cost	7578.5954365692414
[customername]-0DE7667B	Functions	Cost	39197.902996013814
[customername]-0DE7667B	Log Analytics	Cost	21220.352038206478
[customername]-0DE7667B	Logic Apps	Cost	112721.66517158548
[customername]-0DE7667B	Other	Cost	17628.452477081333
[customername]-0DE7667B	Service Bus	Cost	8538.3447494269931
[customername]-0DE7667B	SQL Database	Cost	137558.02267251298
[customername]-0DE7667B	Storage	Cost	62541.69603384006
[customername]-0DE7667B	Virtual Machines	Cost	116677.92088126537
[customername]-0DE7667B	API Management	Cost after optimization	21185.430633039909
[customername]-0DE7667B	Azure App Service	Cost after optimization	33175.036096636373
[customername]-0DE7667B	Azure Cosmos DB	Cost after optimization	13162.289531277154
[customername]-0DE7667B	Azure Data Factory v2	Cost after optimization	29377.334550693628
[customername]-0DE7667B	Azure DevOps	Cost after optimization	32025.479394036123
[customername]-0DE7667B	Azure Synapse Analytics	Cost after optimization	44749.856714844784
[customername]-0DE7667B	Event Hubs	Cost after optimization	7578.595436569256
[customername]-0DE7667B	Functions	Cost after optimization	39197.902996013887
[customername]-0DE7667B	Log Analytics	Cost after optimization	21220.352038206544
[customername]-0DE7667B	Logic Apps	Cost after optimization	112721.66517157978
[customername]-0DE7667B	Other	Cost after optimization	17628.452477081351
[customername]-0DE7667B	Service Bus	Cost after optimization	8538.3447494271222
[customername]-0DE7667B	SQL Database	Cost after optimization	137558.02267251333
[customername]-0DE7667B	Storage	Cost after optimization	62541.696033841225
[customername]-0DE7667B	Virtual Machines	Cost after optimization	45510.077216771781
[customername]-DCB49AE5	Azure Arc	Cost	446.69190201876489
[customername]-DCB49AE5	Azure Bastion	Cost	399.38600967428408
[customername]-DCB49AE5	Azure Data Factory v2	Cost	5279.4403056433375
[customername]-DCB49AE5	Azure Firewall	Cost	1720.7795482747761
[customername]-DCB49AE5	Azure Purview	Cost	1558.8554835077414
[customername]-DCB49AE5	Azure Synapse Analytics	Cost	10610.972130257282
[customername]-DCB49AE5	Other	Cost	1119.0981638011399
[customername]-DCB49AE5	Sentinel	Cost	738.07773227901077
[customername]-DCB49AE5	SQL Database	Cost	9418.9241242936441
[customername]-DCB49AE5	Storage	Cost	795.51299223541059
[customername]-DCB49AE5	VPN Gateway	Cost	674.50826543437222
[customername]-DCB49AE5	Azure Arc	Cost after optimization	446.69190201876489
[customername]-DCB49AE5	Azure Bastion	Cost after optimization	399.38600967428408
[customername]-DCB49AE5	Azure Data Factory v2	Cost after optimization	5279.4403056433375
[customername]-DCB49AE5	Azure Firewall	Cost after optimization	1720.7795482747761
[customername]-DCB49AE5	Azure Purview	Cost after optimization	1558.8554835077414
[customername]-DCB49AE5	Azure Synapse Analytics	Cost after optimization	10610.972130257282
[customername]-DCB49AE5	Other	Cost after optimization	1119.0981638011397
[customername]-DCB49AE5	Sentinel	Cost after optimization	738.07773227901077
[customername]-DCB49AE5	SQL Database	Cost after optimization	9418.9241242936441
[customername]-DCB49AE5	Storage	Cost after optimization	795.51299223541059
[customername]-DCB49AE5	VPN Gateway	Cost after optimization	674.50826543437222
[customername]-E5C3446F	API Management	Cost	16459.41502000008
[customername]-E5C3446F	Application Gateway	Cost	36238.333250137875
[customername]-E5C3446F	Azure App Service	Cost	48110.50327674819
[customername]-E5C3446F	Azure Database for MySQL	Cost	32903.193045146218
[customername]-E5C3446F	Azure DDOS Protection	Cost	15380.950278055505
[customername]-E5C3446F	Azure DevOps	Cost	11467.692117564593
[customername]-E5C3446F	Azure Firewall	Cost	14731.500127299205
[customername]-E5C3446F	Azure Monitor	Cost	39524.268679278655
[customername]-E5C3446F	Azure Synapse Analytics	Cost	30971.543077047994
[customername]-E5C3446F	Container Instances	Cost	12320.422861518462
[customername]-E5C3446F	Log Analytics	Cost	83089.57117241621
[customername]-E5C3446F	Microsoft Copilot for Security	Cost	35341.799999999945
[customername]-E5C3446F	Microsoft Defender for Cloud	Cost	46153.564956187678
[customername]-E5C3446F	Other	Cost	45165.288004721937
[customername]-E5C3446F	Sentinel	Cost	74836.958791116034
[customername]-E5C3446F	SQL Database	Cost	37740.207281514369
[customername]-E5C3446F	SQL Managed Instance	Cost	50513.777046898074
[customername]-E5C3446F	Storage	Cost	91676.857869678366
[customername]-E5C3446F	Unassigned	Cost	13406.783700000027
[customername]-E5C3446F	Virtual Machines	Cost	86047.330345476556
[customername]-E5C3446F	Virtual Machines Licenses	Cost	15478.550424094192
[customername]-E5C3446F	VPN Gateway	Cost	15832.171899999626
[customername]-E5C3446F	API Management	Cost after optimization	16459.41502000008
[customername]-E5C3446F	Application Gateway	Cost after optimization	36238.333250137955
[customername]-E5C3446F	Azure App Service	Cost after optimization	46394.503276748976
[customername]-E5C3446F	Azure Database for MySQL	Cost after optimization	32903.193045146218
[customername]-E5C3446F	Azure DDOS Protection	Cost after optimization	15380.950278055505
[customername]-E5C3446F	Azure DevOps	Cost after optimization	11467.692117564633
[customername]-E5C3446F	Azure Firewall	Cost after optimization	14731.500127299205
[customername]-E5C3446F	Azure Monitor	Cost after optimization	39524.268679278655
[customername]-E5C3446F	Azure Synapse Analytics	Cost after optimization	30971.543077048009
[customername]-E5C3446F	Container Instances	Cost after optimization	12320.422861518478
[customername]-E5C3446F	Log Analytics	Cost after optimization	83089.571172416196
[customername]-E5C3446F	Microsoft Copilot for Security	Cost after optimization	35341.799999999945
[customername]-E5C3446F	Microsoft Defender for Cloud	Cost after optimization	46153.564956186077
[customername]-E5C3446F	Other	Cost after optimization	45165.28800472193
[customername]-E5C3446F	Sentinel	Cost after optimization	74836.958791116034
[customername]-E5C3446F	SQL Database	Cost after optimization	37740.207281514682
[customername]-E5C3446F	SQL Managed Instance	Cost after optimization	37683.777046898074
[customername]-E5C3446F	Storage	Cost after optimization	91676.857869678584
[customername]-E5C3446F	Unassigned	Cost after optimization	13406.783700000011
[customername]-E5C3446F	Virtual Machines	Cost after optimization	69366.516804664599
[customername]-E5C3446F	Virtual Machines Licenses	Cost after optimization	15478.550424094199
[customername]-E5C3446F	VPN Gateway	Cost after optimization	15832.171899999626
[customername]-01FE71E8	Application Gateway	Cost	62090.25887946997
[customername]-01FE71E8	Azure DDOS Protection	Cost	38314.256398514546
[customername]-01FE71E8	Azure Firewall	Cost	38545.415265145188
[customername]-01FE71E8	Backup	Cost	67410.482539533303
[customername]-01FE71E8	Bandwidth	Cost	40040.218906798858
[customername]-01FE71E8	Cognitive Services	Cost	38058.393043448355
[customername]-01FE71E8	ExpressRoute	Cost	19732.792984485623
[customername]-01FE71E8	Log Analytics	Cost	55929.778611996357
[customername]-01FE71E8	Microsoft Defender for Cloud	Cost	16875.293493337143
[customername]-01FE71E8	Other	Cost	66030.214264839538
[customername]-01FE71E8	SQL Managed Instance	Cost	40897.099011811464
[customername]-01FE71E8	Storage	Cost	277283.02710864577
[customername]-01FE71E8	Virtual Machines	Cost	469058.04071921617
[customername]-01FE71E8	Virtual Machines Licenses	Cost	30016.671261427247
[customername]-01FE71E8	Virtual Network	Cost	18765.589336256686
[customername]-01FE71E8	Application Gateway	Cost after optimization	62090.258879470966
[customername]-01FE71E8	Azure DDOS Protection	Cost after optimization	38314.256398514626
[customername]-01FE71E8	Azure Firewall	Cost after optimization	38545.415265145093
[customername]-01FE71E8	Backup	Cost after optimization	67410.482539533303
[customername]-01FE71E8	Bandwidth	Cost after optimization	40040.218906799128
[customername]-01FE71E8	Cognitive Services	Cost after optimization	38058.393043448326
[customername]-01FE71E8	ExpressRoute	Cost after optimization	19732.792984485612
[customername]-01FE71E8	Log Analytics	Cost after optimization	55929.778611996429
[customername]-01FE71E8	Microsoft Defender for Cloud	Cost after optimization	16875.293493337042
[customername]-01FE71E8	Other	Cost after optimization	66030.214264839829
[customername]-01FE71E8	SQL Managed Instance	Cost after optimization	31693.099011811544
[customername]-01FE71E8	Storage	Cost after optimization	277283.02710859285
[customername]-01FE71E8	Virtual Machines	Cost after optimization	399362.96437672223
[customername]-01FE71E8	Virtual Machines Licenses	Cost after optimization	30016.67126142724
[customername]-01FE71E8	Virtual Network	Cost after optimization	18765.589336255111
[customername]-FA630340	API Management	Cost	81308.716217100678
[customername]-FA630340	Azure Analysis Services	Cost	154159.26902393461
[customername]-FA630340	Azure App Service	Cost	749711.5493743103
[customername]-FA630340	Azure Cosmos DB	Cost	229737.8773566279
[customername]-FA630340	Azure Data Factory v2	Cost	85451.209993627213
[customername]-FA630340	Azure Databricks	Cost	292083.2380970844
[customername]-FA630340	Azure DevOps	Cost	75825.093448697196
[customername]-FA630340	Azure Monitor	Cost	371050.46149474673
[customername]-FA630340	Azure Synapse Analytics	Cost	112081.10022037881
[customername]-FA630340	Backup	Cost	101130.32881822597
[customername]-FA630340	Log Analytics	Cost	254118.04165168054
[customername]-FA630340	Microsoft Defender for Cloud	Cost	95947.688261243005
[customername]-FA630340	Other	Cost	423828.29860934295
[customername]-FA630340	Redis Cache	Cost	64820.893152940771
[customername]-FA630340	Sentinel	Cost	58576.791688148995
[customername]-FA630340	SQL Database	Cost	229502.22893106649
[customername]-FA630340	SQL Managed Instance	Cost	103264.35885141857
[customername]-FA630340	Storage	Cost	1084979.4544724466
[customername]-FA630340	Virtual Machines	Cost	764528.35450626758
[customername]-FA630340	Virtual Network	Cost	107003.46117818142
[customername]-FA630340	API Management	Cost after optimization	81308.716217100649
[customername]-FA630340	Azure Analysis Services	Cost after optimization	154159.26902393461
[customername]-FA630340	Azure App Service	Cost after optimization	748442.54937431146
[customername]-FA630340	Azure Cosmos DB	Cost after optimization	229126.877356624
[customername]-FA630340	Azure Data Factory v2	Cost after optimization	85451.209993627315
[customername]-FA630340	Azure Databricks	Cost after optimization	292083.23809708434
[customername]-FA630340	Azure DevOps	Cost after optimization	75825.09344869724
[customername]-FA630340	Azure Monitor	Cost after optimization	371050.4614947479
[customername]-FA630340	Azure Synapse Analytics	Cost after optimization	112081.10022037881
[customername]-FA630340	Backup	Cost after optimization	101130.32881822585
[customername]-FA630340	Log Analytics	Cost after optimization	254118.04165168037
[customername]-FA630340	Microsoft Defender for Cloud	Cost after optimization	95947.68826124433
[customername]-FA630340	Other	Cost after optimization	423828.29860934318
[customername]-FA630340	Redis Cache	Cost after optimization	64820.893152940815
[customername]-FA630340	Sentinel	Cost after optimization	58576.791688148987
[customername]-FA630340	SQL Database	Cost after optimization	229502.22893106626
[customername]-FA630340	SQL Managed Instance	Cost after optimization	103264.35885141861
[customername]-FA630340	Storage	Cost after optimization	1084979.4544726501
[customername]-FA630340	Virtual Machines	Cost after optimization	638372.3545062684
[customername]-FA630340	Virtual Network	Cost after optimization	107003.46117818574
