CustomerName	month	metercategory	pretaxcost
[CustomerName]-0DE7667B	9/1/2024	Azure Load Testing	9.36
[CustomerName]-01FE71E8	10/1/2024	SQL Managed Instance	3056.359181
[CustomerName]-E12862E5	12/1/2024	SQL Database	42.9303568
[CustomerName]-17C145B4	9/1/2024	Unassigned	0
[CustomerName]-53475226	9/1/2024	Load Balancer	16.84800033
[CustomerName]-E5C3446F	12/1/2023	Storage	6653.803634
[CustomerName]-D226A04D	6/1/2024	Azure Monitor	52008.10456
[CustomerName]-E5C3446F	6/1/2024	Redis Cache	370.944
[CustomerName]-50729A6B	6/1/2024	Azure Database for MySQL	69.05108903
[CustomerName]-02D80417	6/1/2024	Logic Apps	166.2982364
[CustomerName]-17C145B4	12/1/2023	Azure DNS	1.931787993
[CustomerName]-DCB49AE5	9/1/2024	Microsoft Defender for Cloud	12.24193548
[CustomerName]-9A49C9D4	6/1/2024	Azure Arc	1062.43776
[CustomerName]-FA630340	7/1/2024	Azure Cognitive Search	364.3224266
[CustomerName]-725D082E	11/1/2024	Azure DevOps	262.4691517
[CustomerName]-26E1FEA2	10/1/2024	Virtual Network	234.889789
[CustomerName]-A21812C1	11/1/2024	Azure DNS	0.448090909
[CustomerName]-D226A04D	11/1/2023	Functions	117532.7156
[CustomerName]-0DE7667B	10/1/2024	Event Grid	0.224503224
[CustomerName]-17C145B4	9/1/2024	Sentinel	0.568805794
[CustomerName]-D1E775A0	11/1/2024	Load Balancer	3.04402489
[CustomerName]-D226A04D	12/1/2023	SaaS	3041.6771
[CustomerName]-D70A78C9	2/1/2024	Azure Front Door Service	982.2567155
[CustomerName]-50729A6B	9/1/2024	Azure Cosmos DB	0.635215402
[CustomerName]-FA630340	6/1/2024	SignalR	120.0667944
[CustomerName]-D1E775A0	12/1/2024	Log Analytics	821.73517
[CustomerName]-CD872C21	11/1/2023	Azure DevOps	175.8200208
[CustomerName]-D1E775A0	12/1/2024	Insight and Analytics	0
[CustomerName]-DCB49AE5	2/1/2024	Functions	0
[CustomerName]-D226A04D	2/1/2024	Event Grid	302.2422094
[CustomerName]-02D80417	8/1/2024	Log Analytics	0
[CustomerName]-FA630340	7/1/2024	Virtual Machines	46904.59077
[CustomerName]-0DE7667B	9/1/2024	Functions	1819.484952
[CustomerName]-26E1FEA2	8/1/2024	Azure Purview	315.9824445
[CustomerName]-CBA66E32	10/1/2023	Load Balancer	96.6911149
[CustomerName]-D1E775A0	9/1/2024	Azure Data Factory v2	2.16E-04
[CustomerName]-01FE71E8	6/1/2024	Cognitive Services	1446.05707
[CustomerName]-26E1FEA2	8/1/2024	Service Bus	73.94879854
[CustomerName]-CD872C21	2/1/2024	Functions	1.66E-04
[CustomerName]-53475226	5/1/2024	Bandwidth	7.465207248
[CustomerName]-E5C3446F	2/1/2024	Container Registry	191.3272767
[CustomerName]-D189DCD7	8/1/2024	API Management	139.872
[CustomerName]-50729A6B	1/1/2024	Container Registry	122.6828607
[CustomerName]-9A49C9D4	8/1/2024	Log Analytics	1790.295605
[CustomerName]-890E4584	10/1/2024	Virtual Network	0
[CustomerName]-725D082E	5/1/2024	Microsoft Defender for Cloud	6433.97424
[CustomerName]-D226A04D	10/1/2023	API Management	6463.796417
[CustomerName]-D226A04D	1/1/2024	Notification Hubs	0
[CustomerName]-CBA66E32	3/1/2024	Azure App Service	0
[CustomerName]-02D80417	1/1/2024	Logic Apps	167.3271692
[CustomerName]-D226A04D	12/1/2023	Azure Grafana Service	2699.820954
[CustomerName]-26E1FEA2	7/1/2024	SignalR	93.45129429
[CustomerName]-D226A04D	5/1/2024	Container Instances	1615.617285
[CustomerName]-FA630340	7/1/2024	Container Instances	33.77620592
[CustomerName]-CBA66E32	3/1/2024	Load Balancer	150.9246735
[CustomerName]-50729A6B	11/1/2024	Service Bus	1255.278301
[CustomerName]-E5C3446F	3/1/2024	Azure DevOps	818.1814679
[CustomerName]-A6B2FA46	10/1/2024	Logic Apps	9.30E-02
[CustomerName]-02D80417	12/1/2023	Azure Monitor	0
[CustomerName]-0DE7667B	2/1/2024	Bandwidth	31.15092032
[CustomerName]-9A49C9D4	6/1/2024	Azure Monitor	0.707146703
[CustomerName]-50729A6B	8/1/2024	Azure Arc	874.7440128
[CustomerName]-0DE7667B	7/1/2024	Microsoft Defender for Cloud	128.0614814
[CustomerName]-26E1FEA2	10/1/2024	Azure Database for MySQL	31.42184212
[CustomerName]-725D082E	2/1/2024	Network Watcher	4.94627614
[CustomerName]-725D082E	7/1/2024	NAT Gateway	28.95983071
[CustomerName]-E5C3446F	5/1/2024	API Management	337.79088
[CustomerName]-50729A6B	4/1/2024	Microsoft Defender for Cloud	15833.17667
[CustomerName]-E5C3446F	11/1/2024	Azure Update Manager	0
[CustomerName]-DCB49AE5	5/1/2024	Storage	29.35435662
[CustomerName]-D1E775A0	1/1/2024	Azure App Service	3450.001484
[CustomerName]-E5C3446F	7/1/2024	Azure Grafana Service	76.1484
[CustomerName]-50729A6B	2/1/2024	Notification Hubs	146.1640248
[CustomerName]-26E1FEA2	8/1/2024	Redis Cache	285.4659763
[CustomerName]-A21812C1	10/1/2024	Automation	0.340840908
[CustomerName]-17C145B4	10/1/2024	Azure Grafana Service	61.9752
[CustomerName]-50729A6B	4/1/2024	Network Watcher	7.083523484
[CustomerName]-E5C3446F	6/1/2024	Unassigned	372.3552
[CustomerName]-D226A04D	12/1/2023	Azure Site Recovery	11312.73421
[CustomerName]-FA630340	2/1/2024	Network Watcher	1.962185872
[CustomerName]-D226A04D	5/1/2024	Insight and Analytics	496.37925
[CustomerName]-50729A6B	3/1/2024	Azure Arc Enabled Databases	0
[CustomerName]-50729A6B	6/1/2024	Azure Applied AI Services	2.59E-03
[CustomerName]-50729A6B	12/1/2024	Key Vault	1.11831192
[CustomerName]-CBA66E32	7/1/2024	Azure Monitor	32.82504814
[CustomerName]-E12862E5	3/1/2024	VPN Gateway	24.69026549
[CustomerName]-A6B2FA46	8/1/2024	Virtual Machine Licenses	0
[CustomerName]-26E1FEA2	5/1/2024	Key Vault	31.24997753
[CustomerName]-A21812C1	11/1/2024	Virtual Machine Licenses	11.95006562
[CustomerName]-E5C3446F	12/1/2023	Load Balancer	385.264412
[CustomerName]-D226A04D	4/1/2024	Load Balancer	7293.014577
[CustomerName]-FA630340	6/1/2024	Load Balancer	1644.506073
[CustomerName]-E5C3446F	4/1/2024	Azure Monitor	0.919052301
[CustomerName]-9A49C9D4	2/1/2024	Azure Arc	1189.32604
[CustomerName]-A21812C1	3/1/2024	Network Watcher	1.84E-03
[CustomerName]-D70A78C9	2/1/2024	Network Watcher	22.91351229
[CustomerName]-E12862E5	10/1/2024	Virtual Network	2.665114405
[CustomerName]-0DE7667B	11/1/2024	Virtual Network	278.6315899
[CustomerName]-01FE71E8	9/1/2024	SQL Database	253.3041568
[CustomerName]-D70A78C9	11/1/2023	Virtual WAN	773.9327655
[CustomerName]-FA630340	12/1/2023	API Management	4749.946417
[CustomerName]-26E1FEA2	12/1/2024	Backup	99.10143292
[CustomerName]-DCB49AE5	11/1/2024	VPN Gateway	326.7120433
[CustomerName]-DCB49AE5	12/1/2024	Microsoft Entra Domain Services	106.4386567
[CustomerName]-CBA66E32	7/1/2024	Azure Database for PostgreSQL	1410.911951
[CustomerName]-FA630340	11/1/2023	Stream Analytics	1689.680877
[CustomerName]-D70A78C9	1/1/2024	Azure Database for PostgreSQL	162.93048
[CustomerName]-D226A04D	6/1/2024	Power BI Embedded	7666.419042
[CustomerName]-CD872C21	5/1/2024	Event Hubs	20.87078652
[CustomerName]-A21812C1	10/1/2024	Service Bus	8.956644248
[CustomerName]-50729A6B	7/1/2024	Azure Cognitive Search	1026.89856
[CustomerName]-CD872C21	4/1/2024	Azure DevOps	165.69179
[CustomerName]-725D082E	2/1/2024	Load Balancer	68.78285237
[CustomerName]-725D082E	9/1/2024	Event Grid	7.123903504
[CustomerName]-E5C3446F	12/1/2023	Network Watcher	0
[CustomerName]-E12862E5	8/1/2024	Visual Studio Subscription	665.6804734
[CustomerName]-53475226	8/1/2024	Functions	4.38E-03
[CustomerName]-D1E775A0	11/1/2024	Logic Apps	375.5977002
[CustomerName]-D1E775A0	5/1/2024	Azure App Service	3779.585003
[CustomerName]-D226A04D	9/1/2024	Azure Update Manager	0
[CustomerName]-E12862E5	6/1/2024	Virtual Machines	1845.831249
[CustomerName]-17C145B4	9/1/2024	Load Balancer	225.7898666
[CustomerName]-01FE71E8	11/1/2024	Load Balancer	386.5681859
[CustomerName]-53475226	8/1/2024	Service Bus	5.83E-05
[CustomerName]-FA630340	9/1/2024	Event Grid	34.52729649
[CustomerName]-D226A04D	6/1/2024	SaaS	4535.3731
[CustomerName]-01FE71E8	7/1/2024	Virtual Machines	33643.1124
[CustomerName]-A21812C1	5/1/2024	Log Analytics	32.33852542
[CustomerName]-725D082E	7/1/2024	Sentinel	2258.95453
[CustomerName]-53475226	12/1/2024	Azure App Service	282.6456
[CustomerName]-17C145B4	3/1/2024	Virtual Machines Licenses	0
[CustomerName]-26E1FEA2	12/1/2024	Azure Cosmos DB	1155.887067
[CustomerName]-D70A78C9	4/1/2024	Azure Applied AI Services	0
[CustomerName]-0DE7667B	1/1/2024	Key Vault	2.3569156
[CustomerName]-FA630340	7/1/2024	Insight and Analytics	17.07240284
[CustomerName]-725D082E	12/1/2024	Storage	22754.04592
[CustomerName]-DCB49AE5	10/1/2024	Backup	0
[CustomerName]-D226A04D	3/1/2024	Functions	87849.72044
[CustomerName]-E5C3446F	4/1/2024	Azure IoT Security	0
[CustomerName]-D1E775A0	5/1/2024	Azure Cosmos DB	421.5985479
[CustomerName]-26E1FEA2	2/1/2024	Backup	92.44099108
[CustomerName]-A6B2FA46	12/1/2024	Azure DNS	1.431303568
[CustomerName]-D1E775A0	3/1/2024	Bandwidth	6.286888928
[CustomerName]-D1E775A0	2/1/2024	Log Analytics	188.3208343
[CustomerName]-9A49C9D4	1/1/2024	Azure Monitor	0.741176399
[CustomerName]-01FE71E8	11/1/2024	Azure Purview	24.29971014
[CustomerName]-E12862E5	9/1/2024	Microsoft Defender for Cloud	26.08468829
[CustomerName]-D70A78C9	6/1/2024	Azure Database for PostgreSQL	157.6746581
[CustomerName]-D226A04D	1/1/2024	SaaS	2989.59296
[CustomerName]-E5C3446F	2/1/2024	Redis Cache	467.88647
[CustomerName]-CD872C21	12/1/2023	Event Hubs	20.29869775
[CustomerName]-FA630340	11/1/2023	Azure Data Factory v2	6325.865991
[CustomerName]-26E1FEA2	5/1/2024	Azure DNS	23.36802734
[CustomerName]-50729A6B	8/1/2024	Azure Front Door Service	443.7019899
[CustomerName]-CD872C21	7/1/2024	Automation	1.12E-03
[CustomerName]-D1E775A0	5/1/2024	Event Hubs	41.79775281
[CustomerName]-50729A6B	10/1/2024	Log Analytics	1592.772677
[CustomerName]-CBA66E32	9/1/2024	Storage	1310.775982
[CustomerName]-A6B2FA46	2/1/2024	Log Analytics	602.6644763
[CustomerName]-50729A6B	1/1/2024	Power BI Embedded	4033.6704
[CustomerName]-17C145B4	9/1/2024	Container Registry	338.9753747
[CustomerName]-D226A04D	1/1/2024	Insight and Analytics	453.2805
[CustomerName]-D70A78C9	10/1/2023	Content Delivery Network	3.36081E-08
[CustomerName]-50729A6B	12/1/2024	Notification Hubs	153.044694
[CustomerName]-01FE71E8	9/1/2024	Microsoft Entra Domain Services	97.00808625
[CustomerName]-FA630340	1/1/2024	Load Balancer	1717.363158
[CustomerName]-D70A78C9	5/1/2024	Azure Monitor	7143.51844
[CustomerName]-D226A04D	5/1/2024	Notification Hubs	0
[CustomerName]-17C145B4	12/1/2023	Bandwidth	463.1452246
[CustomerName]-D226A04D	6/1/2024	Cloud Services	3852.156057
[CustomerName]-D226A04D	9/1/2024	Redis Cache	39295.71544
[CustomerName]-E5C3446F	8/1/2024	Insight and Analytics	0
[CustomerName]-02D80417	2/1/2024	Logic Apps	160.9728864
[CustomerName]-D70A78C9	2/1/2024	Load Balancer	103.6675274
[CustomerName]-D226A04D	8/1/2024	Azure Arc	0
[CustomerName]-01FE71E8	11/1/2024	Network Watcher	222.6086195
[CustomerName]-D226A04D	2/1/2024	Azure Monitor	8576.464491
[CustomerName]-CD872C21	8/1/2024	Azure Data Factory v2	973.8580043
[CustomerName]-A6B2FA46	11/1/2024	Azure Bastion	127.0478955
[CustomerName]-50729A6B	8/1/2024	Azure Monitor	132.2261795
[CustomerName]-CBA66E32	2/1/2024	Key Vault	2.16E-03
[CustomerName]-D226A04D	3/1/2024	Azure Load Testing	315.8325
[CustomerName]-01FE71E8	1/1/2024	Log Analytics	3424.517921
[CustomerName]-E12862E5	10/1/2024	Log Analytics	0.942171745
[CustomerName]-17C145B4	7/1/2024	API Management	41.292
[CustomerName]-FA630340	3/1/2024	Stream Analytics	1527.316925
[CustomerName]-FA630340	8/1/2024	Azure Maps	1902.348373
[CustomerName]-D70A78C9	8/1/2024	Redis Cache	193.50797
[CustomerName]-D70A78C9	10/1/2023	Insight and Analytics	0
[CustomerName]-01FE71E8	9/1/2024	Bandwidth	2517.106635
[CustomerName]-01FE71E8	11/1/2024	NAT Gateway	441.1971148
[CustomerName]-A6B2FA46	9/1/2024	Microsoft Defender for Cloud	982.8999313
[CustomerName]-CBA66E32	10/1/2023	Network Watcher	1.90E-03
[CustomerName]-E12862E5	12/1/2024	Azure Data Factory v2	5.509564015
[CustomerName]-50729A6B	11/1/2024	Sentinel	4282.874728
[CustomerName]-01FE71E8	9/1/2024	Azure Cognitive Search	65.33692722
[CustomerName]-D70A78C9	10/1/2023	ExpressRoute	159.5275131
[CustomerName]-725D082E	9/1/2024	SQL Database	65.21563342
[CustomerName]-D1E775A0	12/1/2024	Virtual Network	70.97484153
[CustomerName]-D70A78C9	1/1/2024	Logic Apps	19.27458197
[CustomerName]-A21812C1	1/1/2024	SQL Database	40.49680324
[CustomerName]-17C145B4	2/1/2024	Backup	308.2621739
[CustomerName]-D226A04D	1/1/2024	Cloud Services	3799.350051
[CustomerName]-17C145B4	10/1/2024	Virtual Network	1002.006187
[CustomerName]-D226A04D	3/1/2024	SQL Managed Instance	0
[CustomerName]-50729A6B	6/1/2024	Power BI Embedded	777.6
[CustomerName]-53475226	12/1/2024	Backup	2235.975062
[CustomerName]-D70A78C9	9/1/2024	Sentinel	3396.883882
[CustomerName]-D189DCD7	8/1/2024	Bandwidth	18.09470026
[CustomerName]-0DE7667B	3/1/2024	Virtual Machines Licenses	0
[CustomerName]-A6B2FA46	11/1/2024	Application Gateway	1151.327075
[CustomerName]-17C145B4	3/1/2024	Application Gateway	565.9088977
[CustomerName]-D70A78C9	3/1/2024	Insight and Analytics	0
[CustomerName]-50729A6B	4/1/2024	Azure App Service	41945.62972
[CustomerName]-CD872C21	3/1/2024	Azure DevOps	178.7753354
[CustomerName]-DCB49AE5	5/1/2024	Automation	0
[CustomerName]-CD872C21	12/1/2023	Storage	2441.828811
[CustomerName]-725D082E	1/1/2024	Logic Apps	85.7729884
[CustomerName]-D70A78C9	8/1/2024	Log Analytics	2077.119333
[CustomerName]-01FE71E8	2/1/2024	Cognitive Services	1285.109523
[CustomerName]-725D082E	5/1/2024	API Management	9.27E-04
[CustomerName]-D226A04D	4/1/2024	Azure Container Apps	2649.595471
[CustomerName]-17C145B4	5/1/2024	Bandwidth	622.1606933
[CustomerName]-50729A6B	4/1/2024	Load Balancer	152.2280216
[CustomerName]-D70A78C9	12/1/2023	Azure Monitor	7417.8129
[CustomerName]-0DE7667B	5/1/2024	Key Vault	2.09774368
[CustomerName]-A21812C1	4/1/2024	Logic Apps	14.26244053
[CustomerName]-FA630340	10/1/2024	Azure DevOps	4382.920434
[CustomerName]-0DE7667B	4/1/2024	VPN Gateway	128.016
[CustomerName]-E5C3446F	11/1/2024	Azure Cosmos DB	1144.883613
[CustomerName]-FA630340	5/1/2024	SQL Managed Instance	6839.242678
[CustomerName]-50729A6B	3/1/2024	Unassigned	5094.713811
[CustomerName]-CD872C21	8/1/2024	Azure DNS	2.281566139
[CustomerName]-E5C3446F	10/1/2024	Virtual Machines Licenses	467.8805795
[CustomerName]-9A49C9D4	9/1/2024	Virtual Machines	7965.062755
[CustomerName]-D1E775A0	6/1/2024	Azure App Service	3658.558346
[CustomerName]-0DE7667B	6/1/2024	Bandwidth	30.77970123
[CustomerName]-26E1FEA2	4/1/2024	VPN Gateway	47.87366671
[CustomerName]-CBA66E32	8/1/2024	Azure Cosmos DB	25.75556044
[CustomerName]-FA630340	3/1/2024	Azure Bot Service	36.34305863
[CustomerName]-A6B2FA46	2/1/2024	Virtual Machines	10886.26638
[CustomerName]-01FE71E8	6/1/2024	Log Analytics	3161.011271
[CustomerName]-02D80417	5/1/2024	Azure Monitor	0
[CustomerName]-CBA66E32	11/1/2023	Redis Cache	228.6794593
[CustomerName]-01FE71E8	10/1/2024	Load Balancer	383.0273619
[CustomerName]-50729A6B	10/1/2024	Traffic Manager	3.3264E-06
[CustomerName]-01FE71E8	6/1/2024	Functions	7.83E-02
[CustomerName]-26E1FEA2	7/1/2024	Storage	12431.21655
[CustomerName]-CBA66E32	12/1/2023	App Configuration	33.87669611
[CustomerName]-D226A04D	1/1/2024	Azure Active Directory B2C	0.604374
[CustomerName]-53475226	3/1/2024	Application Gateway	728.13048
[CustomerName]-0DE7667B	7/1/2024	Logic Apps	8538.833818
[CustomerName]-01FE71E8	11/1/2024	Microsoft Defender for Cloud	1189.325183
[CustomerName]-02D80417	7/1/2024	NAT Gateway	125.7286182
[CustomerName]-A6B2FA46	2/1/2024	Virtual Network	186.9156896
[CustomerName]-17C145B4	12/1/2023	SQL Database	285.4290323
[CustomerName]-D70A78C9	6/1/2024	Logic Apps	0.732974436
[CustomerName]-CBA66E32	3/1/2024	Network Watcher	3.69E-03
[CustomerName]-A21812C1	9/1/2024	Backup	31.79314236
[CustomerName]-0DE7667B	5/1/2024	Azure DNS	66.1968346
[CustomerName]-A6B2FA46	9/1/2024	Key Vault	1.60E-04
[CustomerName]-50729A6B	5/1/2024	App Configuration	80.352
[CustomerName]-FA630340	1/1/2024	Logic Apps	1117.71701
[CustomerName]-0DE7667B	4/1/2024	Event Hubs	594.6007672
[CustomerName]-DCB49AE5	6/1/2024	Virtual Machines	0
[CustomerName]-D70A78C9	3/1/2024	Virtual WAN	662.073696
[CustomerName]-D1E775A0	9/1/2024	Azure Cognitive Search	196.0107817
[CustomerName]-A21812C1	4/1/2024	Storage	2301.600459
[CustomerName]-50729A6B	5/1/2024	Insight and Analytics	71.02741935
[CustomerName]-01FE71E8	8/1/2024	Key Vault	13.33980214
[CustomerName]-A21812C1	9/1/2024	Azure Arc	0
[CustomerName]-CD872C21	5/1/2024	Storage	2457.551794
[CustomerName]-E5C3446F	8/1/2024	Content Delivery Network	0.029476652
[CustomerName]-A6B2FA46	12/1/2024	Insight and Analytics	0
[CustomerName]-E5C3446F	12/1/2023	API Management	541.9053
[CustomerName]-26E1FEA2	1/1/2024	Azure Databricks	0
[CustomerName]-725D082E	8/1/2024	Log Analytics	2280.956034
[CustomerName]-17C145B4	9/1/2024	Network Watcher	0
[CustomerName]-17C145B4	5/1/2024	SQL Database	445.3289516
[CustomerName]-A21812C1	10/1/2024	Azure Synapse Analytics	52.00336871
[CustomerName]-CD872C21	11/1/2023	Bandwidth	2.18E-02
[CustomerName]-DCB49AE5	10/1/2024	Azure App Service	0
[CustomerName]-C26803D4	5/1/2024	Virtual Network	0
[CustomerName]-D1E775A0	10/1/2024	Microsoft Defender for Cloud	137.4547425
[CustomerName]-CBA66E32	11/1/2023	Log Analytics	210.2915152
[CustomerName]-A6B2FA46	5/1/2024	VPN Gateway	603.1356898
[CustomerName]-FA630340	4/1/2024	Stream Analytics	1386.585954
[CustomerName]-725D082E	5/1/2024	Azure Bastion	132.4699147
[CustomerName]-0DE7667B	8/1/2024	API Management	1172.186261
[CustomerName]-D70A78C9	7/1/2024	Azure Kubernetes Service	62.64804899
[CustomerName]-725D082E	6/1/2024	Logic Apps	164.1538746
[CustomerName]-E12862E5	2/1/2024	Azure Data Factory v2	5.668284947
[CustomerName]-FA630340	2/1/2024	Load Balancer	1671.144932
[CustomerName]-D1E775A0	9/1/2024	Virtual Machines	693.5259742
[CustomerName]-CD872C21	9/1/2023	Automation	3.08E-04
[CustomerName]-D226A04D	12/1/2023	Log Analytics	369606.265
[CustomerName]-26E1FEA2	6/1/2024	Azure Monitor	515.4418244
[CustomerName]-D226A04D	6/1/2024	SQL Database	846785.1693
[CustomerName]-D189DCD7	7/1/2024	Key Vault	0
[CustomerName]-26E1FEA2	11/1/2024	Insight and Analytics	111.0448081
[CustomerName]-01FE71E8	8/1/2024	Azure DNS	1.900964867
[CustomerName]-9A49C9D4	5/1/2024	SQL Database	509.605951
[CustomerName]-FA630340	7/1/2024	Power Apps	75.83204606
[CustomerName]-D226A04D	12/1/2023	Insight and Analytics	479.2185
[CustomerName]-9A49C9D4	2/1/2024	Azure Monitor	0.692875313
[CustomerName]-01FE71E8	5/1/2024	Event Hubs	133.1808384
[CustomerName]-E5C3446F	7/1/2024	Key Vault	5.23E-03
[CustomerName]-26E1FEA2	5/1/2024	Azure Update Manager	0
[CustomerName]-D70A78C9	8/1/2024	Insight and Analytics	0
[CustomerName]-01FE71E8	1/1/2024	NAT Gateway	278.8111003
[CustomerName]-E5C3446F	3/1/2024	Logic Apps	9.77E-02
[CustomerName]-02D80417	4/1/2024	Azure Data Factory v2	1765.253622
[CustomerName]-FA630340	10/1/2024	Log Analytics	15564.28693
[CustomerName]-26E1FEA2	8/1/2024	Azure Analysis Services	1396.37574
[CustomerName]-50729A6B	10/1/2024	Container Instances	2.89E-03
[CustomerName]-53475226	1/1/2024	Azure Data Factory v2	834.6806779
[CustomerName]-53475226	3/1/2024	Virtual Network	64.77436168
[CustomerName]-DCB49AE5	6/1/2024	Azure Policy	0
[CustomerName]-FA630340	1/1/2024	Azure Data Factory v2	5261.802754
[CustomerName]-FA630340	3/1/2024	Virtual Network	7565.599053
[CustomerName]-E5C3446F	11/1/2024	Azure Active Directory for External Identities	0
[CustomerName]-FA630340	4/1/2024	Azure App Service	55663.13071
[CustomerName]-FA630340	7/1/2024	Cloud Services	57.66247378
[CustomerName]-D70A78C9	1/1/2024	Virtual WAN	871.1496
[CustomerName]-A21812C1	5/1/2024	Azure Synapse Analytics	46.43617197
[CustomerName]-50729A6B	4/1/2024	Virtual Network	3243.772509
[CustomerName]-725D082E	6/1/2024	Storage	19288.41779
[CustomerName]-01FE71E8	11/1/2024	Log Analytics	5509.873008
[CustomerName]-D70A78C9	2/1/2024	Automation	2.678732
[CustomerName]-FA630340	7/1/2024	Automation	7.733520573
[CustomerName]-DCB49AE5	6/1/2024	Functions	4.010597055
[CustomerName]-E5C3446F	5/1/2024	Azure Synapse Analytics	1815.892082
[CustomerName]-26E1FEA2	4/1/2024	Virtual Network	194.6165981
[CustomerName]-50729A6B	3/1/2024	Virtual Machines Licenses	7853.543094
[CustomerName]-53475226	11/1/2024	API Management	44.352
[CustomerName]-53475226	7/1/2024	Automation	2.588039333
[CustomerName]-01FE71E8	9/1/2024	Load Balancer	364.0824158
[CustomerName]-E12862E5	8/1/2024	Virtual Network	2.75147929
[CustomerName]-53475226	4/1/2024	Insight and Analytics	0
[CustomerName]-26E1FEA2	10/1/2024	Syntex	5.667157859
[CustomerName]-725D082E	1/1/2024	Storage	5801.446234
[CustomerName]-A21812C1	1/1/2024	Virtual Machines	4679.013656
[CustomerName]-FA630340	4/1/2024	Insight and Analytics	14.88008794
[CustomerName]-E5C3446F	12/1/2023	SQL Database	2995.949796
[CustomerName]-725D082E	9/1/2024	Virtual Machines	23376.2337
[CustomerName]-E5C3446F	9/1/2024	Backup	439.332052
[CustomerName]-01FE71E8	11/1/2024	SQL Database	262.9388877
[CustomerName]-D226A04D	12/1/2023	API Management	6010.262487
[CustomerName]-D226A04D	4/1/2024	Cognitive Services	36.29396749
[CustomerName]-D70A78C9	5/1/2024	Azure Databricks	92223.42103
[CustomerName]-FA630340	4/1/2024	Power Apps	83.11400471
[CustomerName]-02D80417	3/1/2024	Azure App Service	727.6769912
[CustomerName]-D1E775A0	12/1/2024	NAT Gateway	63.94130485
[CustomerName]-17C145B4	8/1/2024	Load Balancer	213.4905787
[CustomerName]-26E1FEA2	10/1/2024	Redis Cache	276.2575553
[CustomerName]-50729A6B	6/1/2024	Azure Arc	7475.29897
[CustomerName]-D226A04D	7/1/2024	Azure Bastion	16309.73649
[CustomerName]-9A49C9D4	10/1/2024	Log Analytics	2947.359848
[CustomerName]-A21812C1	9/1/2024	Virtual Machine Licenses	11.95034163
[CustomerName]-D70A78C9	7/1/2024	Virtual Network	22106.30699
[CustomerName]-17C145B4	2/1/2024	Storage	2237.411437
[CustomerName]-FA630340	5/1/2024	Azure Arc	0
[CustomerName]-FA630340	9/1/2024	Logic Apps	242.2589114
[CustomerName]-9A49C9D4	2/1/2024	Azure Bastion	2060.789624
[CustomerName]-26E1FEA2	1/1/2024	Azure DevOps	1098.369072
[CustomerName]-17C145B4	5/1/2024	Azure Monitor	22.55538466
[CustomerName]-01FE71E8	3/1/2024	Virtual Machines Licenses	1813.706082
[CustomerName]-9A49C9D4	3/1/2024	Backup	4872.399297
[CustomerName]-26E1FEA2	10/1/2024	Insight and Analytics	98.28710468
[CustomerName]-53475226	8/1/2024	Load Balancer	17.3862
[CustomerName]-E5C3446F	8/1/2024	Microsoft Defender for Cloud	1512.811812
[CustomerName]-D226A04D	2/1/2024	Azure Load Testing	313.8495
[CustomerName]-D226A04D	9/1/2024	Azure Database for MySQL	9291.128734
[CustomerName]-E5C3446F	8/1/2024	Virtual Machines Licenses	388.4120408
[CustomerName]-CD872C21	4/1/2024	Microsoft Defender for Cloud	179.1865337
[CustomerName]-D226A04D	2/1/2024	SQL Database	711858.3555
[CustomerName]-D226A04D	7/1/2024	VPN Gateway	6354.938399
[CustomerName]-D70A78C9	6/1/2024	Automation	8.462356
[CustomerName]-A6B2FA46	7/1/2024	Insight and Analytics	0
[CustomerName]-50729A6B	9/1/2024	Load Balancer	116.6505386
[CustomerName]-53475226	9/1/2024	Event Grid	3.96E-03
[CustomerName]-A6B2FA46	9/1/2024	Log Analytics	496.3727132
[CustomerName]-A21812C1	3/1/2024	Storage	2211.85323
[CustomerName]-D226A04D	8/1/2024	Azure Firewall	106509.4487
[CustomerName]-D226A04D	2/1/2024	Azure Cognitive Search	163601.0507
[CustomerName]-9A49C9D4	12/1/2024	Azure Bastion	885.1441665
[CustomerName]-01FE71E8	2/1/2024	VPN Gateway	122.461453
[CustomerName]-E5C3446F	8/1/2024	Bandwidth	4.032560621
[CustomerName]-53475226	6/1/2024	Service Bus	3.23E-05
[CustomerName]-890E4584	6/1/2024	Bandwidth	6.08E-05
[CustomerName]-FA630340	8/1/2024	Load Balancer	1801.251719
[CustomerName]-725D082E	1/1/2024	Data Lake Store	1.101352976
[CustomerName]-01FE71E8	2/1/2024	Container Registry	53.70622212
[CustomerName]-CBA66E32	2/1/2024	Event Grid	334.1667759
[CustomerName]-9A49C9D4	12/1/2024	Azure DNS	40.72174808
[CustomerName]-D226A04D	8/1/2024	Azure Arc Enabled Databases	0
[CustomerName]-D70A78C9	12/1/2023	Azure Databricks	63780.45857
[CustomerName]-CBA66E32	7/1/2024	Azure Kubernetes Service	69.65524188
[CustomerName]-E5C3446F	7/1/2024	Content Delivery Network	4.74E-02
[CustomerName]-D1E775A0	6/1/2024	Service Bus	43.34632233
[CustomerName]-DCB49AE5	5/1/2024	Azure Arc	0
[CustomerName]-FA630340	3/1/2024	Event Hubs	1001.806238
[CustomerName]-725D082E	9/1/2024	Azure Synapse Analytics	20538.91714
[CustomerName]-725D082E	6/1/2024	Media Services	91.21986433
